campus_id,poi_id,name,category,priority,file,source,source_post_id,source_post_title
beiyangyuan,beiyangyuan-dorm-zhi-guo,治园,宿舍区,P3,beiyangyuan/beiyangyuan-dorm-zhi-guo-1.jpg,user,,
beiyangyuan,beiyangyuan-earthquake-facility,国家大型地震工程模拟研究设施,教学/科研,P1,beiyangyuan/beiyangyuan-earthquake-facility-1.jpg,user,,
beiyangyuan,beiyangyuan-earthquake-facility,国家大型地震工程模拟研究设施,教学/科研,P1,beiyangyuan/beiyangyuan-earthquake-facility-2.jpg,user,,
beiyangyuan,beiyangyuan-earthquake-facility,国家大型地震工程模拟研究设施,教学/科研,P1,beiyangyuan/beiyangyuan-earthquake-facility-3.jpg,user,,
beiyangyuan,beiyangyuan-east-gate,北洋园校区东门,校门,P1,beiyangyuan/beiyangyuan-east-gate-1.jpg,user,,
beiyangyuan,beiyangyuan-east-gate,北洋园校区东门,校门,P1,beiyangyuan/beiyangyuan-east-gate-2.webp,user,,
beiyangyuan,beiyangyuan-gaokao-wall,恢复高考纪念墙,文化/景观,P1,beiyangyuan/beiyangyuan-gaokao-wall-1.jpg,user,,
beiyangyuan,beiyangyuan-gaokao-wall,恢复高考纪念墙,文化/景观,P1,beiyangyuan/beiyangyuan-gaokao-wall-2.jpg,user,,
beiyangyuan,beiyangyuan-gym,综合体育馆,体育,P1,beiyangyuan/beiyangyuan-gym-1.jpg,user,,
beiyangyuan,beiyangyuan-gym,综合体育馆,体育,P1,beiyangyuan/beiyangyuan-gym-2.jpg,user,,
beiyangyuan,beiyangyuan-main-building,北洋园校区主楼,教学/科研,P1,beiyangyuan/beiyangyuan-main-building-1.webp,user,,
beiyangyuan,beiyangyuan-main-building,北洋园校区主楼,教学/科研,P1,beiyangyuan/beiyangyuan-main-building-2.jpg,user,,
beiyangyuan,beiyangyuan-main-building,北洋园校区主楼,教学/科研,P1,beiyangyuan/beiyangyuan-main-building-3.webp,user,,
beiyangyuan,beiyangyuan-memorial-pavilion,北洋纪念亭,文化/景观,P1,beiyangyuan/beiyangyuan-memorial-pavilion-1.jpg,user,,
beiyangyuan,beiyangyuan-memorial-pavilion,北洋纪念亭,文化/景观,P1,beiyangyuan/beiyangyuan-memorial-pavilion-2.webp,user,,
beiyangyuan,beiyangyuan-motto-stone,实事求是校训石,文化/景观,P1,beiyangyuan/beiyangyuan-motto-stone-1.webp,user,,
beiyangyuan,beiyangyuan-qiushi-hall,求实会堂,文化/景观,P1,beiyangyuan/beiyangyuan-qiushi-hall-1.jpg,user,,
beiyangyuan,beiyangyuan-qiushi-hall,求实会堂,文化/景观,P1,beiyangyuan/beiyangyuan-qiushi-hall-2.webp,user,,
beiyangyuan,beiyangyuan-qiushi-hall,求实会堂,文化/景观,P1,beiyangyuan/beiyangyuan-qiushi-hall-3.webp,user,,
beiyangyuan,beiyangyuan-sanwen-bridge,三问桥,文化/景观,P1,beiyangyuan/beiyangyuan-sanwen-bridge-1.webp,user,,
beiyangyuan,beiyangyuan-sanwen-bridge,三问桥,文化/景观,P1,beiyangyuan/beiyangyuan-sanwen-bridge-2.png,user,,
beiyangyuan,beiyangyuan-shangxian-stone,尚贤石,文化/景观,P1,beiyangyuan/beiyangyuan-shangxian-stone-1.jpg,user,,
beiyangyuan,beiyangyuan-suzhou-pavilion,苏州亭,文化/景观,P1,beiyangyuan/beiyangyuan-suzhou-pavilion-1.png,user,,
beiyangyuan,beiyangyuan-suzhou-pavilion,苏州亭,文化/景观,P1,beiyangyuan/beiyangyuan-suzhou-pavilion-2.png,user,,
beiyangyuan,beiyangyuan-suzhou-pavilion,苏州亭,文化/景观,P1,beiyangyuan/beiyangyuan-suzhou-pavilion-3.png,user,,
beiyangyuan,beiyangyuan-tju-star,天津大学星,文化/景观,P1,beiyangyuan/beiyangyuan-tju-star-1.jpg,user,,
beiyangyuan,beiyangyuan-xingsun-building,杏荪楼,教学/科研,P1,beiyangyuan/beiyangyuan-xingsun-building-1.jpeg,user,,
beiyangyuan,beiyangyuan-xingsun-building,杏荪楼,教学/科研,P1,beiyangyuan/beiyangyuan-xingsun-building-2.jpeg,user,,
beiyangyuan,beiyangyuan-xingsun-building,杏荪楼,教学/科研,P1,beiyangyuan/beiyangyuan-xingsun-building-3.jpeg,user,,
beiyangyuan,beiyangyuan-xuanhuai-square,宣怀广场,文化/景观,P1,beiyangyuan/beiyangyuan-xuanhuai-square-1.jpg,user,,
beiyangyuan,beiyangyuan-xuanhuai-square,宣怀广场,文化/景观,P1,beiyangyuan/beiyangyuan-xuanhuai-square-2.png,user,,
beiyangyuan,beiyangyuan-xue-1-dining,学一食堂（梅园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-1-dining-1.jpg,user,,
beiyangyuan,beiyangyuan-xue-1-dining,学一食堂（梅园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-1-dining-2.jpg,user,,
beiyangyuan,beiyangyuan-xue-2-dining,学二食堂（兰园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-2-dining-1.jpg,user,,
beiyangyuan,beiyangyuan-xue-2-dining,学二食堂（兰园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-2-dining-2.jpg,user,,
beiyangyuan,beiyangyuan-xue-3-dining,学三食堂（棠园餐厅）,餐饮,P1,beiyangyuan/beiyangyuan-xue-3-dining-1.webp,user,,
beiyangyuan,beiyangyuan-xue-3-dining,学三食堂（棠园餐厅）,餐饮,P1,beiyangyuan/beiyangyuan-xue-3-dining-2.jpg,user,,
beiyangyuan,beiyangyuan-xue-3-dining,学三食堂（棠园餐厅）,餐饮,P1,beiyangyuan/beiyangyuan-xue-3-dining-3.jpg,user,,
beiyangyuan,beiyangyuan-xue-4-dining,学四食堂（竹园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-4-dining-1.jpg,user,,
beiyangyuan,beiyangyuan-xue-5-dining,学五食堂（桃园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-5-dining-1.jpg,user,,
beiyangyuan,beiyangyuan-xue-6-dining,学六食堂（菊园餐厅）,餐饮,P2,beiyangyuan/beiyangyuan-xue-6-dining-1.jpg,user,,
beiyangyuan,beiyangyuan-zhengdong-library,郑东图书馆,图书馆,P1,beiyangyuan/beiyangyuan-zhengdong-library-1.webp,user,,
beiyangyuan,beiyangyuan-zhengdong-library,郑东图书馆,图书馆,P1,beiyangyuan/beiyangyuan-zhengdong-library-2.jpg,user,,
beiyangyuan,beiyangyuan-zhengdong-library,郑东图书馆,图书馆,P1,beiyangyuan/beiyangyuan-zhengdong-library-3.jpg,user,,
beiyangyuan,beiyangyuan-shutian-square,书田广场,文化/景观,P1,beiyangyuan/beiyangyuan-shutian-square-1.jpg,user,,
beiyangyuan,beiyangyuan-shutian-square,书田广场,文化/景观,P1,beiyangyuan/beiyangyuan-shutian-square-2.jpg,user,,
beiyangyuan,beiyangyuan-tailei-square,太雷广场,文化/景观,P1,beiyangyuan/beiyangyuan-tailei-square-1.jpg,user,,
beiyangyuan,beiyangyuan-tailei-square,太雷广场,文化/景观,P1,beiyangyuan/beiyangyuan-tailei-square-2.jpg,user,,
beiyangyuan,beiyangyuan-tianlin-square,天麟广场,文化/景观,P1,beiyangyuan/beiyangyuan-tianlin-square-1.jpg,user,,
beiyangyuan,beiyangyuan-tianlin-square,天麟广场,文化/景观,P1,beiyangyuan/beiyangyuan-tianlin-square-2.jpg,user,,
