campus_id,poi_id,name,category,category_label,priority,aliases,note,photo_file
weijinlu,weijinlu-beiyang-pavilion,北洋大学堂纪念碑亭,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-beiyang-pavilion.jpg
weijinlu,weijinlu-beiyang-square,北洋广场,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-beiyang-square.jpg
weijinlu,weijinlu-lu-sheng,卢绳像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-lu-sheng.jpg
weijinlu,weijinlu-youyi-lake,友谊湖,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-youyi-lake.jpg
weijinlu,weijinlu-tiangong-stone,天工石,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-tiangong-stone.jpg
weijinlu,weijinlu-history-museum,天津大学校史博物馆,culture,文化/景观,P1,校史馆,官方卫津路校区导览将其列为楼宇场馆。,weijinlu/weijinlu-history-museum.jpg
weijinlu,weijinlu-zhang-tailei,张太雷像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-zhang-tailei.jpg
weijinlu,weijinlu-xu-zhong,徐中像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-xu-zhong.jpg
weijinlu,weijinlu-jingye-lake,敬业湖,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-jingye-lake.jpg
weijinlu,weijinlu-jingye-stone,敬业石,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-jingye-stone.jpg
weijinlu,weijinlu-li-shusen,李曙森像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-li-shusen.jpg
weijinlu,weijinlu-school-song,校歌,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-school-song.jpg
weijinlu,weijinlu-dream-stone,梦成真石,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-dream-stone.jpg
weijinlu,weijinlu-qiushi-pavilion,求是亭,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-qiushi-pavilion.jpg
weijinlu,weijinlu-shen-yulin,沈玉麟像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-shen-yulin.jpg
weijinlu,weijinlu-suyuan-stone,溯源石,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-suyuan-stone.jpg
weijinlu,weijinlu-aiwan-lake,爱晚湖,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-aiwan-lake.jpg
weijinlu,weijinlu-newton-tree,牛顿苹果树,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-newton-tree.jpg
weijinlu,weijinlu-wang-xuezhong,王学仲艺术研究所,culture,文化/景观,P1,黾园、王研所,官方卫津路校区导览将其列为楼宇场馆。,weijinlu/weijinlu-wang-xuezhong.jpg
weijinlu,weijinlu-sheng-xuanhuai,盛宣怀像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-sheng-xuanhuai.jpg
weijinlu,weijinlu-qin-exam,钦字第一号考凭,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-qin-exam.jpg
weijinlu,weijinlu-haitang,铭德道海棠,culture,文化/景观,P1,海棠,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-haitang.jpg
weijinlu,weijinlu-xiliang-garden,锡良模型园,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-xiliang-garden.jpg
weijinlu,weijinlu-youth-lake,青年湖,culture,文化/景观,P1,,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-youth-lake.jpg
weijinlu,weijinlu-double-pavilions,青年湖畔双亭,culture,文化/景观,P1,双亭,官方卫津路校区导览将其列为风物景观。,weijinlu/weijinlu-double-pavilions.jpg
weijinlu,weijinlu-ma-yinchu,马寅初像,culture,文化/景观,P1,,官方卫津路校区导览将其列为天大雕塑。,weijinlu/weijinlu-ma-yinchu.jpg
weijinlu,weijinlu-student-center,大学生活动中心,service,服务,P1,大活,官方场馆中心页面列为卫津路校区管理场馆。,weijinlu/weijinlu-student-center.jpg
weijinlu,weijinlu-alumni-home,校友之家,service,服务,P1,,官方卫津路校区导览将其列为楼宇场馆。,weijinlu/weijinlu-alumni-home.jpg
weijinlu,weijinlu-xue-5-dining,学五食堂,dining,餐饮,P2,学5食堂、清真食堂,2024年迎新网食堂信息将其列为卫津路当时开放食堂之一，并称二层为清真食堂。营业时间未核验。,weijinlu/weijinlu-xue-5-dining.jpg
weijinlu,weijinlu-liuyuan-dining,留园餐厅,dining,餐饮,P2,,2024年迎新网食堂信息将其列为卫津路当时开放食堂之一。营业时间未核验。,weijinlu/weijinlu-liuyuan-dining.jpg
weijinlu,weijinlu-dorm-yi,一斋,dorm_area,宿舍区,P3,,2017校方地图所标学生宿舍楼；当前用途、开放与入口待核验。,weijinlu/weijinlu-dorm-yi.jpg
weijinlu,weijinlu-dorm-san,三斋,dorm_area,宿舍区,P3,,2017校方地图所标学生宿舍楼；当前用途、开放与入口待核验。,weijinlu/weijinlu-dorm-san.jpg
weijinlu,weijinlu-dorm-er,二斋,dorm_area,宿舍区,P3,,2017校方地图所标学生宿舍楼；当前用途、开放与入口待核验。,weijinlu/weijinlu-dorm-er.jpg
weijinlu,weijinlu-dorm-wu,五斋,dorm_area,宿舍区,P3,,2017校方地图所标学生宿舍楼；当前用途、开放与入口待核验。,weijinlu/weijinlu-dorm-wu.jpg
weijinlu,weijinlu-dorm-liu,六斋,dorm_area,宿舍区,P3,,2017校方地图所标学生宿舍楼；当前用途、开放与入口待核验。,weijinlu/weijinlu-dorm-liu.jpg
weijinlu,weijinlu-dorm-si,四斋,dorm_area,宿舍区,P3,,2017校方地图所标学生宿舍楼；当前用途、开放与入口待核验。,weijinlu/weijinlu-dorm-si.jpg
